Play,Act,Scene,Player,Act_Scene,Act_Scene_Collapse,Category,value
Romeo and juliet,5,3,Page,Act 5 Scene 3,53,power,1.0
Romeo and juliet,5,3,Prince,Act 5 Scene 3,53,power,1.0
Romeo and juliet,5,3,Romeo,Act 5 Scene 3,53,power,2.0
A midsummer nights dream,2,1,Helena,Act 2 Scene 1,21,war,1.0
A midsummer nights dream,2,1,Oberon,Act 2 Scene 1,21,war,1.0
A midsummer nights dream,2,1,Titania,Act 2 Scene 1,21,war,1.0
A midsummer nights dream,2,2,Helena,Act 2 Scene 2,22,war,1.0
A midsummer nights dream,2,2,Lysander,Act 2 Scene 2,22,war,1.0
A midsummer nights dream,2,2,Titania,Act 2 Scene 2,22,war,2.0
A midsummer nights dream,3,1,Bottom,Act 3 Scene 1,31,war,1.0
A midsummer nights dream,3,2,Helena,Act 3 Scene 2,32,war,2.0
A midsummer nights dream,3,2,Hermia,Act 3 Scene 2,32,war,1.0
A midsummer nights dream,3,2,Lysander,Act 3 Scene 2,32,war,1.0
A midsummer nights dream,4,1,Bottom,Act 4 Scene 1,41,war,1.0
A midsummer nights dream,4,1,Lysander,Act 4 Scene 1,41,war,1.0
A midsummer nights dream,5,1,Philostrate,Act 5 Scene 1,51,war,1.0
A midsummer nights dream,5,1,Theseus,Act 5 Scene 1,51,war,1.0
Hamlet,1,1,Bernardo,Act 1 Scene 1,11,war,1.0
Hamlet,1,1,Horatio,Act 1 Scene 1,11,war,1.0
Hamlet,1,2,Hamlet,Act 1 Scene 2,12,war,2.0
Hamlet,1,2,King claudius,Act 1 Scene 2,12,war,2.0
Hamlet,1,3,Laertes,Act 1 Scene 3,13,war,1.0
Hamlet,1,4,Hamlet,Act 1 Scene 4,14,war,2.0
Hamlet,2,1,Lord polonius,Act 2 Scene 1,21,war,2.0
Hamlet,2,2,First player,Act 2 Scene 2,22,war,1.0
Hamlet,2,2,Hamlet,Act 2 Scene 2,22,war,2.0
Hamlet,3,2,Hamlet,Act 3 Scene 2,32,war,2.0
Hamlet,3,2,Player queen,Act 3 Scene 2,32,war,1.0
Hamlet,3,3,Rosencrantz,Act 3 Scene 3,33,war,1.0
Hamlet,3,4,Ghost,Act 3 Scene 4,34,war,1.0
Hamlet,3,4,Hamlet,Act 3 Scene 4,34,war,2.0
Hamlet,3,4,Queen gertrude,Act 3 Scene 4,34,war,2.0
Hamlet,4,4,Hamlet,Act 4 Scene 4,44,war,3.0
Hamlet,4,5,King claudius,Act 4 Scene 5,45,war,1.0
Hamlet,4,7,King claudius,Act 4 Scene 7,47,war,1.0
Hamlet,5,1,Hamlet,Act 5 Scene 1,51,war,1.0
Hamlet,5,2,Hamlet,Act 5 Scene 2,52,war,1.0
Hamlet,5,2,King claudius,Act 5 Scene 2,52,war,1.0
Hamlet,5,2,Osric,Act 5 Scene 2,52,war,2.0
Hamlet,5,2,Prince fortinbras,Act 5 Scene 2,52,war,2.0
Julius caesar,1,1,Marullus,Act 1 Scene 1,11,war,1.0
Julius caesar,1,2,Brutus,Act 1 Scene 2,12,war,2.0
Julius caesar,1,3,Casca,Act 1 Scene 3,13,war,1.0
Julius caesar,2,1,Brutus,Act 2 Scene 1,21,war,2.0
Julius caesar,2,2,Caesar,Act 2 Scene 2,22,war,3.0
Julius caesar,2,2,Calpurnia,Act 2 Scene 2,22,war,1.0
Julius caesar,2,3,Artemidorus,Act 2 Scene 3,23,war,1.0
Julius caesar,3,1,Antony,Act 3 Scene 1,31,war,2.0
Julius caesar,3,1,Brutus,Act 3 Scene 1,31,war,1.0
Julius caesar,3,1,Caesar,Act 3 Scene 1,31,war,1.0
Julius caesar,3,2,Antony,Act 3 Scene 2,32,war,2.0
Julius caesar,4,1,Antony,Act 4 Scene 1,41,war,1.0
Julius caesar,4,2,Brutus,Act 4 Scene 2,42,war,1.0
Julius caesar,4,3,Brutus,Act 4 Scene 3,43,war,1.0
Julius caesar,4,3,Cassius,Act 4 Scene 3,43,war,1.0
Julius caesar,5,1,Antony,Act 5 Scene 1,51,war,1.0
Julius caesar,5,1,Brutus,Act 5 Scene 1,51,war,1.0
Julius caesar,5,1,Cassius,Act 5 Scene 1,51,war,2.0
Julius caesar,5,1,Messenger,Act 5 Scene 1,51,war,2.0
Julius caesar,5,1,Octavius,Act 5 Scene 1,51,war,3.0
Julius caesar,5,3,Titinius,Act 5 Scene 3,53,war,1.0
Julius caesar,5,4,Cato,Act 5 Scene 4,54,war,1.0
Julius caesar,5,4,Lucilius,Act 5 Scene 4,54,war,3.0
Julius caesar,5,5,Antony,Act 5 Scene 5,55,war,1.0
Julius caesar,5,5,Brutus,Act 5 Scene 5,55,war,1.0
Julius caesar,5,5,Clitus,Act 5 Scene 5,55,war,1.0
Julius caesar,5,5,Dardanius,Act 5 Scene 5,55,war,1.0
King lear,1,1,King lear,Act 1 Scene 1,11,war,1.0
King lear,1,1,Regan,Act 1 Scene 1,11,war,1.0
King lear,1,4,Kent,Act 1 Scene 4,14,war,1.0
King lear,1,4,Knight,Act 1 Scene 4,14,war,1.0
King lear,2,1,Edmund,Act 2 Scene 1,21,war,1.0
King lear,2,4,King lear,Act 2 Scene 4,24,war,1.0
King lear,3,4,Edgar,Act 3 Scene 4,34,war,2.0
King lear,3,4,King lear,Act 3 Scene 4,34,war,1.0
King lear,3,6,Gloucester,Act 3 Scene 6,36,war,1.0
King lear,3,7,Cornwall,Act 3 Scene 7,37,war,1.0
King lear,4,1,Gloucester,Act 4 Scene 1,41,war,1.0
King lear,4,2,Oswald,Act 4 Scene 2,42,war,1.0
King lear,4,6,Edgar,Act 4 Scene 6,46,war,1.0
King lear,4,6,Gentleman,Act 4 Scene 6,46,war,2.0
King lear,4,6,King lear,Act 4 Scene 6,46,war,1.0
King lear,4,6,Oswald,Act 4 Scene 6,46,war,1.0
King lear,5,1,Albany,Act 5 Scene 1,51,war,1.0
King lear,5,1,Edgar,Act 5 Scene 1,51,war,1.0
King lear,5,1,Edmund,Act 5 Scene 1,51,war,1.0
King lear,5,1,Goneril,Act 5 Scene 1,51,war,1.0
King lear,5,3,Albany,Act 5 Scene 3,53,war,2.0
King lear,5,3,Edgar,Act 5 Scene 3,53,war,2.0
King lear,5,3,Herald,Act 5 Scene 3,53,war,1.0
Macbeth,1,2,Malcolm,Act 1 Scene 2,12,war,1.0
Macbeth,1,2,Ross,Act 1 Scene 2,12,war,1.0
Macbeth,1,3,Angus,Act 1 Scene 3,13,war,1.0
Macbeth,1,7,Macbeth,Act 1 Scene 7,17,war,1.0
Macbeth,2,3,Banquo,Act 2 Scene 3,23,war,1.0
Macbeth,2,3,Macbeth,Act 2 Scene 3,23,war,1.0
Macbeth,2,3,Macduff,Act 2 Scene 3,23,war,1.0
Macbeth,3,1,Macbeth,Act 3 Scene 1,31,war,2.0
Macbeth,3,2,Lady macbeth,Act 3 Scene 2,32,war,2.0
Macbeth,3,4,Macbeth,Act 3 Scene 4,34,war,2.0
Macbeth,3,6,Lennox,Act 3 Scene 6,36,war,2.0
Macbeth,4,1,All,Act 4 Scene 1,41,war,1.0
Macbeth,4,1,Macbeth,Act 4 Scene 1,41,war,2.0
Macbeth,4,3,Macduff,Act 4 Scene 3,43,war,2.0
Macbeth,4,3,Malcolm,Act 4 Scene 3,43,war,1.0
Macbeth,5,3,Macbeth,Act 5 Scene 3,53,war,1.0
Macbeth,5,4,Malcolm,Act 5 Scene 4,54,war,1.0
Macbeth,5,5,Macbeth,Act 5 Scene 5,55,war,2.0
Macbeth,5,7,Macbeth,Act 5 Scene 7,57,war,1.0
Macbeth,5,8,Macbeth,Act 5 Scene 8,58,war,1.0
Macbeth,5,8,Siward,Act 5 Scene 8,58,war,1.0
Merchant of venice,1,1,Portia,Act 1 Scene 1,11,war,1.0
Merchant of venice,1,3,Shylock,Act 1 Scene 3,13,war,1.0
Merchant of venice,2,2,Launcelot,Act 2 Scene 2,22,war,1.0
Merchant of venice,3,2,Portia,Act 3 Scene 2,32,war,2.0
Merchant of venice,3,5,Lorenzo,Act 3 Scene 5,35,war,1.0
Merchant of venice,4,1,Bassanio,Act 4 Scene 1,41,war,1.0
Merchant of venice,4,1,Duke,Act 4 Scene 1,41,war,1.0
Merchant of venice,4,1,Portia,Act 4 Scene 1,41,war,1.0
Merchant of venice,5,1,Bassanio,Act 5 Scene 1,51,war,1.0
Othello,1,1,Iago,Act 1 Scene 1,11,war,2.0
Othello,1,2,Brabantio,Act 1 Scene 2,12,war,1.0
Othello,1,2,Cassio,Act 1 Scene 2,12,war,1.0
Othello,1,2,Iago,Act 1 Scene 2,12,war,1.0
Othello,1,3,Brabantio,Act 1 Scene 3,13,war,1.0
Othello,1,3,Duke of venice,Act 1 Scene 3,13,war,2.0
Othello,1,3,Iago,Act 1 Scene 3,13,war,1.0
Othello,1,3,Othello,Act 1 Scene 3,13,war,3.0
Othello,2,1,Cassio,Act 2 Scene 1,21,war,1.0
Othello,2,1,Iago,Act 2 Scene 1,21,war,1.0
Othello,2,1,Montano,Act 2 Scene 1,21,war,2.0
Othello,2,2,Herald,Act 2 Scene 2,22,war,1.0
Othello,2,3,Cassio,Act 2 Scene 3,23,war,2.0
Othello,2,3,Iago,Act 2 Scene 3,23,war,8.0
Othello,2,3,Montano,Act 2 Scene 3,23,war,2.0
Othello,3,1,Clown,Act 3 Scene 1,31,war,2.0
Othello,3,1,Emilia,Act 3 Scene 1,31,war,1.0
Othello,3,3,Cassio,Act 3 Scene 3,33,war,1.0
Othello,3,3,Iago,Act 3 Scene 3,33,war,1.0
Othello,3,3,Othello,Act 3 Scene 3,33,war,1.0
Othello,3,4,Clown,Act 3 Scene 4,34,war,1.0
Othello,3,4,Desdemona,Act 3 Scene 4,34,war,1.0
Othello,4,1,Iago,Act 4 Scene 1,41,war,1.0
Othello,4,2,Desdemona,Act 4 Scene 2,42,war,1.0
Othello,5,1,Cassio,Act 5 Scene 1,51,war,1.0
Othello,5,1,Iago,Act 5 Scene 1,51,war,2.0
Othello,5,2,Desdemona,Act 5 Scene 2,52,war,3.0
Othello,5,2,Emilia,Act 5 Scene 2,52,war,1.0
Othello,5,2,Montano,Act 5 Scene 2,52,war,1.0
Othello,5,2,Othello,Act 5 Scene 2,52,war,5.0
Romeo and juliet,1,0,Richmond,Act 1 Scene 0,10,war,2.0
Romeo and juliet,1,1,Benvolio,Act 1 Scene 1,11,war,1.0
Romeo and juliet,1,1,Prince,Act 1 Scene 1,11,war,1.0
Romeo and juliet,1,1,Romeo,Act 1 Scene 1,11,war,1.0
Romeo and juliet,1,1,Sampson,Act 1 Scene 1,11,war,1.0
Romeo and juliet,2,0,Chorus,Act 2 Scene 0,20,war,1.0
Romeo and juliet,2,2,Juliet,Act 2 Scene 2,22,war,1.0
Romeo and juliet,2,2,Romeo,Act 2 Scene 2,22,war,3.0
Romeo and juliet,2,3,Friar laurence,Act 2 Scene 3,23,war,1.0
Romeo and juliet,2,4,Peter,Act 2 Scene 4,24,war,1.0
Romeo and juliet,2,4,Romeo,Act 2 Scene 4,24,war,1.0
Romeo and juliet,3,1,Lady capulet,Act 3 Scene 1,31,war,1.0
Romeo and juliet,3,1,Mercutio,Act 3 Scene 1,31,war,1.0
Romeo and juliet,3,2,Juliet,Act 3 Scene 2,32,war,3.0
Romeo and juliet,3,3,Friar laurence,Act 3 Scene 3,33,war,1.0
Romeo and juliet,3,3,Romeo,Act 3 Scene 3,33,war,1.0
Romeo and juliet,4,2,Juliet,Act 4 Scene 2,42,war,1.0
Romeo and juliet,5,1,Romeo,Act 5 Scene 1,51,war,1.0
Romeo and juliet,5,3,Friar laurence,Act 5 Scene 3,53,war,1.0
Romeo and juliet,5,3,Prince,Act 5 Scene 3,53,war,2.0
